241,127,18,33
5,126,40,140
47,126,123,261
19,127,112,383
2,126,40,505
189,126,40,626
20,126,123,748
210,126,74,870
15,126,123,992
216,127,18,1113
206,127,65,1235
184,126,74,1357
154,127,65,1478
44,127,18,1600
183,127,112,1722
190,127,35,1844
222,127,214,1965
152,127,35,2087
134,127,18,2230
126,127,112,2330
47,127,18,2452
95,127,112,2574
15,127,65,2696
49,126,221,2817
189,127,112,2939
224,127,35,3061
158,127,65,3182
90,127,65,3304
214,127,214,3426
13,127,112,3548
50,126,123,3669
108,127,231,3791
84,127,35,3913
141,127,18,4034
7,126,40,4156
244,127,18,4278
19,126,74,4400
128,126,191,4521
195,126,40,4643
48,127,214,4785
239,126,123,4886
70,126,25,5008
136,127,65,5130
125,126,40,5252
172,126,25,5373
104,126,123,5495
88,127,112,5617
69,127,65,5738
31,127,65,5860
95,126,74,5982
182,127,65,6104
177,127,65,6225
201,127,18,6347
229,127,231,6469
94,127,65,6590
172,127,35,6712
208,127,65,6834
64,127,65,6956
124,126,123,7077
110,126,191,7199
247,127,18,7331
223,126,142,7442
62,127,18,7564
126,127,214,7686
105,127,180,7808
249,127,231,7929
184,126,25,8051
130,127,231,8173
132,127,231,8294
42,126,25,8416
182,127,35,8538
169,126,74,8659
235,127,133,8781
139,127,112,8903
251,127,133,9025
64,127,231,9146
193,127,133,9268
186,127,18,9390
183,126,25,9512
95,127,180,9633
136,127,133,9755
61,127,18,9886
134,127,231,9998
59,127,112,10120
19,127,180,10242
175,126,74,10363
45,126,74,10485
229,127,65,10607
127,126,123,10729
9,127,65,10850
114,127,35,10972
60,126,25,11094
147,127,18,11215
106,127,35,11337
84,127,231,11459
42,127,35,11581
82,127,112,11702
74,126,74,11824
59,127,214,11946
97,126,123,12067
72,126,123,12189
230,126,123,12311
61,127,35,12442
155,127,65,12554
237,127,65,12676
180,127,65,12798
83,127,180,12919
124,127,231,13041
109,126,25,13163
205,127,18,13285
162,127,214,13406
101,126,123,13528
178,127,112,13650
28,127,214,13771
58,127,214,13893
221,127,231,14015
145,127,65,14137
213,127,65,14258
236,127,18,14380
104,127,231,14502
154,127,231,14623
75,126,123,14745
96,127,65,14867
143,127,112,14989
11,127,214,15111
213,127,112,15232
19,127,35,15354
56,127,214,15475
124,127,18,15597
8,127,112,15719
48,127,65,15841
92,127,133,15962
205,126,142,16084
168,126,40,16206
208,127,112,16327
124,127,112,16449
245,127,154,16571
160,127,154,16693
35,126,74,16814
119,127,133,16936
44,127,133,17058
101,126,25,17179
213,127,35,17301
148,127,112,17423
143,127,65,17545
250,127,112,17666
9,127,18,17788
230,127,18,17910
25,127,133,18031
204,127,18,18153
17,126,123,18275
221,127,231,18397
80,127,214,18518
216,127,18,18640
215,127,18,18762
213,127,18,18883
253,126,123,19005
134,127,112,19127
45,127,214,19249
83,127,35,19370
188,126,74,19492
63,126,123,19614
7,127,65,19735
199,127,18,19857
126,
