112,110,3,0,0,0,38,96,156,42
99,110,3,0,0,0,255,255,255,73
97,97,97,97,97,97,97,97,97,130
97,97,97,97,97,97,97,97,97,161
97,97,97,97,97,97,97,97,97,193
97,97,97,97,97,97,97,97,97,224
97,97,97,97,97,97,97,97,97,256
97,97,97,97,97,97,97,97,97,287
97,144,128,93,144,178,0,201,96,319
159,195,128,88,101,167,0,208,96,374
160,40,128,92,161,2,0,88,96,405
155,7,128,92,161,192,0,43,96,518
158,242,128,88,101,248,0,174,96,640
160,40,128,90,7,121,0,121,96,761
156,144,128,89,84,240,0,153,96,883
157,161,128,92,161,51,0,30,96,1005
156,144,128,95,242,89,0,165,96,1148
156,144,128,90,7,160,0,126,96,1248
156,144,128,88,101,122,0,84,96,1370
156,144,128,91,54,20,0,108,96,1492
153,101,128,90,7,237,0,183,96,1614
154,54,128,92,161,108,0,96,96,1736
154,54,128,91,54,158,0,161,96,1857
156,144,128,93,144,89,0,165,96,2004
155,7,128,89,84,219,0,95,96,2101
154,54,128,92,161,36,0,222,96,2223
153,101,128,98,123,4,0,2,96,2344
157,161,128,97,40,52,0,176,96,2466
157,161,128,94,195,63,0,170,96,2588
158,242,128,96,25,3,0,172,96,2710
156,144,128,90,7,196,0,168,96,2850
157,161,128,94,195,129,0,86,96,2953
160,40,128,92,161,203,0,49,96,3075
159,195,128,96,25,24,0,216,96,3197
159,195,128,96,25,183,0,190,96,3319
158,242,128,97,40,236,0,67,96,3440
158,242,128,94,195,188,0,164,96,3562
159,195,128,95,242,226,0,46,96,3694
159,195,128,96,25,203,0,49,96,3806
158,242,128,98,123,67,0,37,96,3927
159,195,128,95,242,145,0,56,96,4049
159,195,128,95,242,195,0,6,96,4171
160,40,128,94,195,226,0,46,96,4293
160,40,128,94,195,52,0,176,96,4415
157,161,128,89,84,37,0,42,96,4536
159,195,128,89,84,234,0,25,96,4658
161,25,128,96,25,10,0,111,96,4780
158,242,128,95,242,139,0,184,96,4902
157,161,128,96,25,42,0,179,96,5023
156,144,128,94,195,51,0,30,96,5145
160,40,128,90,7,18,0,54,96,5267
158,242,128,92,161,251,0,131,96,5389
158,242,128,92,161,104,0,227,96,5511
157,161,128,100,221,105,0,23,96,5632
160,40,128,98,123,135,0,12,96,5754
155,7,128,97,40,111,0,77,96,5876
156,144,128,96,25,137,0,97,96,5998
159,195,128,99,74,251,0,131,96,6119
159,195,128,98,123,225,0,3,96,6241
158,242,128,93,144,113,0,78,96,6364
157,161,128,102,191,245,0,238,96,6485
160,40,128,92,161,126,0,215,96,6607
159,195,128,97,40,248,0,174,96,6728
162,74,128,98,123,42,0,179,96,6850
157,161,128,96,25,43,0,71,96,6972
156,144,128,95,242,114,0,99,96,7094
158,242,128,96,25,150,0,150,96,7215
160,40,128,100,221,228,
